item_id,restaurant_id,name,description,price,category,subcategory,cuisine_tag,veg_flag,is_combo,combo_components,bestseller_flag,availability,margin_pct,prep_time_mins,popularity_score,popularity_by_meal
I00433,R0021,Hot and Sour Soup,Spicy and tangy soup,124,soup,soup,Chinese,True,False,[],False,False,29.1,22,0.25,"{""breakfast"": 0.12, ""lunch"": 0.37, ""dinner"": 0.49, ""late_night"": 0.51}"
I00434,R0021,Coca Cola 300ml,Chilled cola,41,beverage,soft_drink,Chinese,True,False,[],False,True,17.3,34,0.84,"{""breakfast"": 0.11, ""lunch"": 0.35, ""dinner"": 0.34, ""late_night"": 0.16}"
I00435,R0021,Fresh Lime Soda,Fresh lime with soda water,66,beverage,soda,Chinese,True,False,[],False,True,34.9,26,0.74,"{""breakfast"": 0.29, ""lunch"": 0.42, ""dinner"": 0.55, ""late_night"": 0.42}"
I00436,R0021,Date Pancake,Sweet date-filled pancakes,117,dessert,western_dessert,Chinese,True,False,[],False,True,37.1,20,0.49,"{""breakfast"": 0.32, ""lunch"": 0.72, ""dinner"": 0.92, ""late_night"": 0.31}"
I00437,R0021,Chinese Feast for 2,"2 Rice, noodles, manchurian, spring rolls, soup",423,combo,meal_combo,Chinese,True,True,"[""fried_rice"", ""fried_rice"", ""noodles"", ""manchurian"", ""spring_roll"", ""soup""]",False,True,30.5,20,0.5,"{""breakfast"": 0.14, ""lunch"": 0.42, ""dinner"": 0.74, ""late_night"": 0.54}"
I00438,R0021,Chinese Combo for 1,"Fried rice, noodles, manchurian, soup",275,combo,meal_combo,Chinese,True,True,"[""fried_rice"", ""noodles"", ""manchurian"", ""soup""]",False,True,44.2,13,0.12,"{""breakfast"": 0.28, ""lunch"": 0.96, ""dinner"": 0.74, ""late_night"": 0.32}"
I00439,R0022,Paneer Butter Masala,Cottage cheese in rich tomato gravy,226,main,curry,North Indian,True,False,[],False,True,47.5,26,0.34,"{""breakfast"": 0.39, ""lunch"": 0.57, ""dinner"": 0.42, ""late_night"": 0.28}"
I00440,R0022,Kadai Chicken,Chicken with capsicum and spices,293,main,curry,North Indian,False,False,[],False,True,37.0,14,0.13,"{""breakfast"": 0.22, ""lunch"": 0.34, ""dinner"": 0.79, ""late_night"": 0.13}"
I00441,R0022,Dal Makhani,Slow-cooked black lentils,251,main,curry,North Indian,True,False,[],True,True,36.0,35,0.36,"{""breakfast"": 0.35, ""lunch"": 0.93, ""dinner"": 0.3, ""late_night"": 0.4}"
I00442,R0022,Mixed Veg Curry,Seasonal vegetables in spiced gravy,209,main,curry,North Indian,True,False,[],False,True,24.2,21,0.85,"{""breakfast"": 0.19, ""lunch"": 0.64, ""dinner"": 0.95, ""late_night"": 0.42}"
I00443,R0022,Mutton Rogan Josh,Slow-cooked mutton Kashmiri style,436,main,curry,North Indian,False,False,[],False,True,17.5,18,0.26,"{""breakfast"": 0.12, ""lunch"": 0.34, ""dinner"": 0.63, ""late_night"": 0.53}"
I00444,R0022,Butter Chicken,Tender chicken in creamy tomato gravy,342,main,curry,North Indian,False,False,[],False,True,30.1,19,0.67,"{""breakfast"": 0.29, ""lunch"": 0.6, ""dinner"": 0.51, ""late_night"": 0.58}"
I00445,R0022,Egg Curry,Boiled eggs in onion-tomato gravy,216,main,curry,North Indian,False,False,[],True,False,32.3,5,0.47,"{""breakfast"": 0.04, ""lunch"": 0.66, ""dinner"": 0.32, ""late_night"": 0.3}"
I00446,R0022,Malai Kofta,Paneer balls in creamy gravy,238,main,curry,North Indian,True,False,[],False,True,37.3,20,0.67,"{""breakfast"": 0.02, ""lunch"": 0.44, ""dinner"": 0.95, ""late_night"": 0.28}"
I00447,R0022,Shahi Paneer,Paneer in creamy cashew gravy,228,main,curry,North Indian,True,False,[],False,True,19.2,28,0.87,"{""breakfast"": 0.16, ""lunch"": 0.99, ""dinner"": 0.76, ""late_night"": 0.47}"
I00448,R0022,Chicken Tikka Masala,Grilled chicken in spiced masala,262,main,curry,North Indian,False,False,[],False,True,39.7,12,0.22,"{""breakfast"": 0.05, ""lunch"": 0.89, ""dinner"": 0.4, ""late_night"": 0.36}"
I00449,R0022,Aloo Paratha,Stuffed potato flatbread,61,bread,paratha,North Indian,True,False,[],False,True,53.1,28,0.83,"{""breakfast"": 0.09, ""lunch"": 0.68, ""dinner"": 0.98, ""late_night"": 0.17}"
I00450,R0022,Butter Roti,Soft roti brushed with butter,53,bread,roti,North Indian,True,False,[],False,True,39.1,9,0.35,"{""breakfast"": 0.16, ""lunch"": 0.99, ""dinner"": 0.68, ""late_night"": 0.35}"
I00451,R0022,Laccha Paratha,Layered flaky flatbread,57,bread,paratha,North Indian,True,False,[],False,True,36.8,15,0.91,"{""breakfast"": 0.29, ""lunch"": 0.87, ""dinner"": 0.77, ""late_night"": 0.16}"
I00452,R0022,Missi Roti,Gram flour spiced flatbread,54,bread,roti,North Indian,True,False,[],False,True,25.3,11,0.87,"{""breakfast"": 0.09, ""lunch"": 0.73, ""dinner"": 0.36, ""late_night"": 0.42}"
I00453,R0022,Jeera Rice,Cumin-tempered basmati rice,154,rice,rice,North Indian,True,False,[],False,True,39.3,12,0.76,"{""breakfast"": 0.35, ""lunch"": 0.66, ""dinner"": 0.77, ""late_night"": 0.51}"
I00454,R0022,Steamed Rice,Plain steamed basmati rice,112,rice,rice,North Indian,True,False,[],True,True,33.1,20,0.11,"{""breakfast"": 0.25, ""lunch"": 0.97, ""dinner"": 0.93, ""late_night"": 0.45}"
I00455,R0022,Mixed Pickle,Spiced mango and lime pickle,28,side,accompaniment,North Indian,True,False,[],False,True,51.6,13,0.48,"{""breakfast"": 0.02, ""lunch"": 0.5, ""dinner"": 0.62, ""late_night"": 0.16}"
I00456,R0022,Roasted Papad,Crispy roasted lentil wafer,31,side,accompaniment,North Indian,True,False,[],False,True,38.8,28,0.53,"{""breakfast"": 0.14, ""lunch"": 0.55, ""dinner"": 0.67, ""late_night"": 0.39}"
I00457,R0022,Onion Rings,Sliced onions with lemon,44,side,accompaniment,North Indian,True,False,[],True,True,51.2,15,0.6,"{""breakfast"": 0.24, ""lunch"": 0.95, ""dinner"": 0.81, ""late_night"": 0.56}"
I00458,R0022,Sweet Lassi,Chilled sweetened yogurt drink,83,beverage,lassi,North Indian,True,False,[],False,False,65.0,29,0.2,"{""breakfast"": 0.31, ""lunch"": 0.42, ""dinner"": 0.61, ""late_night"": 0.21}"
I00459,R0022,Coca Cola 300ml,Chilled cola,53,beverage,soft_drink,North Indian,True,False,[],False,True,29.4,25,0.71,"{""breakfast"": 0.13, ""lunch"": 0.49, ""dinner"": 0.43, ""late_night"": 0.35}"
I00460,R0022,Water Bottle 1L,Packaged drinking water,22,beverage,water,North Indian,True,False,[],False,True,30.0,21,0.54,"{""breakfast"": 0.11, ""lunch"": 0.81, ""dinner"": 0.96, ""late_night"": 0.56}"
I00461,R0022,Masala Chaas,Spiced buttermilk with cumin,50,beverage,buttermilk,North Indian,True,False,[],False,True,54.9,18,0.84,"{""breakfast"": 0.17, ""lunch"": 0.43, ""dinner"": 0.5, ""late_night"": 0.23}"
I00462,R0022,Thumbs Up 300ml,Chilled Thumbs Up,50,beverage,soft_drink,North Indian,True,False,[],False,True,28.0,17,0.76,"{""breakfast"": 0.13, ""lunch"": 0.32, ""dinner"": 0.39, ""late_night"": 0.56}"
I00463,R0022,Kheer,Creamy rice pudding with nuts,87,dessert,indian_sweet,North Indian,True,False,[],False,True,13.6,21,0.85,"{""breakfast"": 0.35, ""lunch"": 0.72, ""dinner"": 0.81, ""late_night"": 0.16}"
I00464,R0022,Rasmalai (2 Pcs),Paneer discs in sweet milk,108,dessert,indian_sweet,North Indian,True,False,[],False,True,18.9,24,0.38,"{""breakfast"": 0.25, ""lunch"": 0.75, ""dinner"": 0.79, ""late_night"": 0.16}"
I00465,R0022,Gulab Jamun (2 Pcs),Milk balls in sugar syrup,92,dessert,indian_sweet,North Indian,True,False,[],False,False,5.0,38,0.21,"{""breakfast"": 0.3, ""lunch"": 0.37, ""dinner"": 0.32, ""late_night"": 0.3}"
I00466,R0022,Tandoori Chicken Half,Half chicken roasted in tandoor,248,appetizer,tandoori,North Indian,False,False,[],False,True,20.4,24,0.71,"{""breakfast"": 0.08, ""lunch"": 0.82, ""dinner"": 1.0, ""late_night"": 0.43}"
I00467,R0022,Seekh Kebab (4 Pcs),Minced mutton skewers,248,appetizer,kebab,North Indian,False,False,[],False,True,43.2,22,0.28,"{""breakfast"": 0.23, ""lunch"": 0.75, ""dinner"": 0.51, ""late_night"": 0.33}"
I00468,R0022,Hara Bhara Kebab (4 Pcs),Spinach and pea patties,181,appetizer,kebab,North Indian,True,False,[],True,True,19.3,16,0.89,"{""breakfast"": 0.23, ""lunch"": 0.53, ""dinner"": 0.81, ""late_night"": 0.35}"
I00469,R0022,Paneer Tikka (6 Pcs),Grilled marinated paneer cubes,228,appetizer,tikka,North Indian,True,False,[],True,True,31.2,12,0.42,"{""breakfast"": 0.04, ""lunch"": 0.48, ""dinner"": 0.36, ""late_night"": 0.15}"
I00470,R0022,Butter Chicken Meal,"Butter chicken, 2 naan, jeera rice, raita",407,combo,meal_combo,North Indian,False,True,"[""curry"", ""naan"", ""naan"", ""rice"", ""accompaniment""]",False,True,37.6,23,0.86,"{""breakfast"": 0.08, ""lunch"": 0.35, ""dinner"": 0.79, ""late_night"": 0.3}"
I00471,R0022,North Indian Thali Non-Veg,"Chicken curry, dal, rice, 2 naan, raita, sweet",391,combo,thali,North Indian,False,True,"[""curry"", ""curry"", ""rice"", ""naan"", ""naan"", ""accompaniment"", ""indian_sweet""]",False,True,24.6,22,0.4,"{""breakfast"": 0.16, ""lunch"": 0.34, ""dinner"": 0.65, ""late_night"": 0.16}"
I00472,R0023,Veg Puff,Flaky pastry with veggie filling,36,dessert,puff,Desserts & Bakery,True,False,[],False,True,45.1,24,0.44,"{""breakfast"": 0.06, ""lunch"": 0.86, ""dinner"": 0.8, ""late_night"": 0.2}"
I00473,R0023,Brownie with Ice Cream,Brownie with vanilla ice cream,127,dessert,brownie,Desserts & Bakery,True,False,[],False,True,39.0,13,0.8,"{""breakfast"": 0.16, ""lunch"": 0.7, ""dinner"": 0.94, ""late_night"": 0.38}"
I00474,R0023,Rasgulla (4 Pcs),Paneer balls in sugar syrup,74,dessert,indian_sweet,Desserts & Bakery,True,False,[],False,True,50.9,16,0.88,"{""breakfast"": 0.36, ""lunch"": 0.94, ""dinner"": 0.37, ""late_night"": 0.37}"
I00475,R0023,Gulab Jamun (4 Pcs),Milk balls in sugar syrup,108,dessert,indian_sweet,Desserts & Bakery,True,False,[],False,True,43.8,31,0.75,"{""breakfast"": 0.03, ""lunch"": 0.62, ""dinner"": 0.42, ""late_night"": 0.27}"
I00476,R0023,Chicken Puff,Flaky pastry with chicken filling,39,dessert,puff,Desserts & Bakery,False,False,[],False,True,51.4,5,0.85,"{""breakfast"": 0.09, ""lunch"": 0.38, ""dinner"": 0.9, ""late_night"": 0.18}"
I00477,R0023,Fruit Tart,Butter tart with custard and fruits,127,dessert,tart,Desserts & Bakery,True,False,[],True,False,35.0,29,0.37,"{""breakfast"": 0.26, ""lunch"": 0.55, ""dinner"": 0.95, ""late_night"": 0.13}"
I00478,R0023,Blueberry Cheesecake Slice,Baked blueberry cheesecake,156,dessert,cake,Desserts & Bakery,True,False,[],False,True,61.2,28,0.86,"{""breakfast"": 0.08, ""lunch"": 0.88, ""dinner"": 0.69, ""late_night"": 0.48}"
I00479,R0023,Cookie Box (6 Pcs),Assorted freshly baked cookies,134,dessert,cookies,Desserts & Bakery,True,False,[],False,True,39.9,8,0.97,"{""breakfast"": 0.18, ""lunch"": 0.4, ""dinner"": 0.57, ""late_night"": 0.58}"
I00480,R0023,Cappuccino,Classic Italian cappuccino,105,beverage,coffee,Desserts & Bakery,True,False,[],False,True,30.1,26,0.38,"{""breakfast"": 0.31, ""lunch"": 0.61, ""dinner"": 0.64, ""late_night"": 0.49}"
I00481,R0023,Hot Chocolate,Rich hot chocolate with cream,104,beverage,hot_drink,Desserts & Bakery,True,False,[],False,True,5.0,12,0.83,"{""breakfast"": 0.14, ""lunch"": 0.67, ""dinner"": 0.77, ""late_night"": 0.23}"
I00482,R0023,Cake and Coffee Combo,Cake slice with cappuccino,166,combo,meal_combo,Desserts & Bakery,True,True,"[""cake"", ""coffee""]",True,True,39.1,9,0.72,"{""breakfast"": 0.28, ""lunch"": 0.55, ""dinner"": 0.35, ""late_night"": 0.31}"
I00483,R0024,Paneer Biryani,Biryani with spiced paneer,252,main,biryani,Biryani,True,False,[],False,True,52.1,10,0.98,"{""breakfast"": 0.15, ""lunch"": 0.49, ""dinner"": 0.6, ""late_night"": 0.15}"
I00484,R0024,Lucknowi Biryani,Aromatic Awadhi-style biryani,261,main,biryani,Biryani,False,False,[],False,True,57.0,16,0.19,"{""breakfast"": 0.27, ""lunch"": 0.74, ""dinner"": 0.86, ""late_night"": 0.51}"
I00485,R0024,Prawn Biryani,Rice layered with spiced prawns,403,main,biryani,Biryani,False,False,[],False,True,60.2,14,0.26,"{""breakfast"": 0.0, ""lunch"": 0.4, ""dinner"": 0.84, ""late_night"": 0.32}"
I00486,R0024,Mutton Biryani,Layered rice with tender mutton,332,main,biryani,Biryani,False,False,[],False,True,19.8,14,0.59,"{""breakfast"": 0.25, ""lunch"": 0.48, ""dinner"": 0.86, ""late_night"": 0.42}"
I00487,R0024,Veg Biryani,Fragrant rice with mixed vegetables,219,main,biryani,Biryani,True,False,[],False,True,16.8,23,0.57,"{""breakfast"": 0.29, ""lunch"": 0.71, ""dinner"": 0.96, ""late_night"": 0.13}"
I00488,R0024,Hyderabadi Dum Biryani,Slow-cooked Hyderabadi biryani,280,main,biryani,Biryani,False,False,[],False,True,43.0,12,0.76,"{""breakfast"": 0.2, ""lunch"": 0.99, ""dinner"": 0.49, ""late_night"": 0.52}"
I00489,R0024,Mirchi Ka Salan,Green chilli curry Hyderabadi,94,side,salan,Biryani,True,False,[],False,True,47.2,31,0.61,"{""breakfast"": 0.34, ""lunch"": 0.61, ""dinner"": 0.94, ""late_night"": 0.32}"
I00490,R0024,Raita,Onion and tomato yogurt,65,side,accompaniment,Biryani,True,False,[],False,False,40.6,30,0.57,"{""breakfast"": 0.01, ""lunch"": 0.59, ""dinner"": 0.51, ""late_night"": 0.47}"
I00491,R0024,Coca Cola 300ml,Chilled cola,44,beverage,soft_drink,Biryani,True,False,[],False,True,31.2,18,0.8,"{""breakfast"": 0.29, ""lunch"": 0.86, ""dinner"": 0.49, ""late_night"": 0.54}"
I00492,R0024,Pepsi 300ml,Chilled Pepsi,42,beverage,soft_drink,Biryani,True,False,[],False,True,49.0,5,0.45,"{""breakfast"": 0.31, ""lunch"": 0.65, ""dinner"": 0.43, ""late_night"": 0.47}"
I00493,R0024,Qubani Ka Meetha,Apricot dessert with cream,108,dessert,indian_sweet,Biryani,True,False,[],False,True,37.9,14,0.96,"{""breakfast"": 0.35, ""lunch"": 0.8, ""dinner"": 0.8, ""late_night"": 0.23}"
I00494,R0024,Apollo Fish,Crispy spiced fish fry,214,appetizer,dry_prep,Biryani,False,False,[],False,True,18.4,35,0.14,"{""breakfast"": 0.04, ""lunch"": 0.32, ""dinner"": 0.65, ""late_night"": 0.4}"
I00495,R0024,Paneer 65,Spicy deep-fried paneer,163,appetizer,dry_prep,Biryani,True,False,[],False,True,21.1,26,0.72,"{""breakfast"": 0.35, ""lunch"": 0.96, ""dinner"": 0.64, ""late_night"": 0.45}"
I00496,R0024,Family Biryani Pack,"Full biryani, 4 eggs, raita, salan, 2 drinks",606,combo,meal_combo,Biryani,False,True,"[""biryani"", ""accompaniment"", ""accompaniment"", ""salan"", ""soft_drink"", ""soft_drink""]",False,True,45.6,29,0.97,"{""breakfast"": 0.29, ""lunch"": 0.95, ""dinner"": 0.66, ""late_night"": 0.16}"
I00497,R0025,Veg Korma,Vegetables in cashew gravy,320,main,curry,Mughlai,True,False,[],True,True,27.8,40,0.28,"{""breakfast"": 0.2, ""lunch"": 0.97, ""dinner"": 0.57, ""late_night"": 0.31}"
I00498,R0025,Mughlai Chicken,Chicken in Mughlai spices,480,main,curry,Mughlai,False,False,[],False,True,11.3,26,0.97,"{""breakfast"": 0.05, ""lunch"": 0.56, ""dinner"": 0.32, ""late_night"": 0.21}"
I00499,R0025,Nihari,Slow-cooked meat stew,527,main,curry,Mughlai,False,False,[],False,True,30.9,19,0.79,"{""breakfast"": 0.37, ""lunch"": 0.9, ""dinner"": 0.78, ""late_night"": 0.13}"
I00500,R0025,Keema Matar,Minced meat with green peas,408,main,curry,Mughlai,False,False,[],False,True,40.9,23,0.86,"{""breakfast"": 0.29, ""lunch"": 0.99, ""dinner"": 0.41, ""late_night"": 0.21}"
I00501,R0025,Chicken Korma,Mild creamy chicken with nuts,406,main,curry,Mughlai,False,False,[],False,True,26.4,24,0.12,"{""breakfast"": 0.33, ""lunch"": 0.56, ""dinner"": 0.89, ""late_night"": 0.38}"
I00502,R0025,Roomali Roti,Paper-thin handkerchief bread,80,bread,roti,Mughlai,True,False,[],False,True,47.0,10,0.65,"{""breakfast"": 0.08, ""lunch"": 0.86, ""dinner"": 0.98, ""late_night"": 0.23}"
I00503,R0025,Sheermal,Sweet saffron bread,103,bread,naan,Mughlai,True,False,[],True,True,36.8,13,0.5,"{""breakfast"": 0.13, ""lunch"": 0.67, ""dinner"": 0.71, ""late_night"": 0.1}"
I00504,R0025,Tandoori Paratha,Layered bread from tandoor,89,bread,paratha,Mughlai,True,False,[],False,True,21.8,31,0.96,"{""breakfast"": 0.1, ""lunch"": 0.53, ""dinner"": 0.43, ""late_night"": 0.39}"
I00505,R0025,Naan,Plain leavened oven bread,58,bread,naan,Mughlai,True,False,[],False,True,55.5,12,0.48,"{""breakfast"": 0.22, ""lunch"": 0.3, ""dinner"": 0.35, ""late_night"": 0.54}"
I00506,R0025,Mughlai Pulao,Rice with dry fruits and saffron,315,rice,rice,Mughlai,True,False,[],False,True,32.0,22,0.89,"{""breakfast"": 0.38, ""lunch"": 0.82, ""dinner"": 0.36, ""late_night"": 0.43}"
I00507,R0025,Mint Raita,Yogurt with fresh mint,88,side,accompaniment,Mughlai,True,False,[],False,True,31.6,31,0.87,"{""breakfast"": 0.3, ""lunch"": 0.49, ""dinner"": 0.38, ""late_night"": 0.23}"
I00508,R0025,Sirka Pyaz,Vinegar-marinated onions,66,side,accompaniment,Mughlai,True,False,[],False,True,50.0,39,0.83,"{""breakfast"": 0.21, ""lunch"": 0.38, ""dinner"": 0.39, ""late_night"": 0.37}"
I00509,R0025,Shami Kebab (4 Pcs),Spiced minced meat patties,317,appetizer,kebab,Mughlai,False,False,[],True,True,40.4,24,0.19,"{""breakfast"": 0.29, ""lunch"": 0.44, ""dinner"": 0.56, ""late_night"": 0.35}"
I00510,R0025,Galouti Kebab (4 Pcs),Melt-in-mouth mutton kebabs,450,appetizer,kebab,Mughlai,False,False,[],False,True,31.6,12,0.84,"{""breakfast"": 0.07, ""lunch"": 0.87, ""dinner"": 0.79, ""late_night"": 0.38}"
I00511,R0025,Tandoori Paneer Tikka,Grilled marinated paneer,342,appetizer,tikka,Mughlai,True,False,[],False,True,19.2,17,0.68,"{""breakfast"": 0.14, ""lunch"": 0.93, ""dinner"": 0.71, ""late_night"": 0.14}"
I00512,R0025,Thandai,Spiced cold milk with nuts,152,beverage,milk_drink,Mughlai,True,False,[],False,True,34.6,31,0.47,"{""breakfast"": 0.36, ""lunch"": 0.93, ""dinner"": 0.78, ""late_night"": 0.53}"
I00513,R0025,Coca Cola 300ml,Chilled cola,58,beverage,soft_drink,Mughlai,True,False,[],False,True,29.0,26,0.48,"{""breakfast"": 0.1, ""lunch"": 0.52, ""dinner"": 0.39, ""late_night"": 0.25}"
I00514,R0025,Phirni,Creamy ground rice pudding,135,dessert,indian_sweet,Mughlai,True,False,[],False,True,53.8,13,0.4,"{""breakfast"": 0.3, ""lunch"": 0.41, ""dinner"": 0.39, ""late_night"": 0.27}"
I00515,R0025,Shahi Tukda,Fried bread soaked in rabri,169,dessert,indian_sweet,Mughlai,True,False,[],False,True,15.0,25,0.69,"{""breakfast"": 0.09, ""lunch"": 0.91, ""dinner"": 0.52, ""late_night"": 0.45}"
I00516,R0025,Mughlai Feast,"Nihari, kebab, biryani, naan, phirni",642,combo,thali,Mughlai,False,True,"[""curry"", ""kebab"", ""biryani"", ""naan"", ""indian_sweet""]",False,True,50.6,10,0.82,"{""breakfast"": 0.17, ""lunch"": 0.5, ""dinner"": 0.5, ""late_night"": 0.34}"
I00517,R0025,Royal Mughlai Thali,"Korma, seekh kebab, pulao, roomali, kulfi",779,combo,thali,Mughlai,False,True,"[""curry"", ""kebab"", ""rice"", ""roti"", ""indian_sweet""]",False,True,53.7,7,0.12,"{""breakfast"": 0.0, ""lunch"": 0.46, ""dinner"": 0.58, ""late_night"": 0.53}"
I00518,R0026,Palak Paneer,Paneer in spinach gravy,210,main,curry,North Indian,True,False,[],False,True,23.2,14,0.49,"{""breakfast"": 0.09, ""lunch"": 0.39, ""dinner"": 0.31, ""late_night"": 0.18}"
I00519,R0026,Malai Kofta,Paneer balls in creamy gravy,282,main,curry,North Indian,True,False,[],False,True,32.0,7,0.9,"{""breakfast"": 0.3, ""lunch"": 0.32, ""dinner"": 0.7, ""late_night"": 0.49}"
I00520,R0026,Mixed Veg Curry,Seasonal vegetables in spiced gravy,160,main,curry,North Indian,True,False,[],True,True,51.9,21,0.11,"{""breakfast"": 0.17, ""lunch"": 0.41, ""dinner"": 0.77, ""late_night"": 0.45}"
I00521,R0026,Shahi Paneer,Paneer in creamy cashew gravy,235,main,curry,North Indian,True,False,[],False,True,32.8,27,0.81,"{""breakfast"": 0.26, ""lunch"": 0.9, ""dinner"": 0.82, ""late_night"": 0.54}"
I00522,R0026,Egg Curry,Boiled eggs in onion-tomato gravy,179,main,curry,North Indian,False,False,[],False,True,26.3,22,0.26,"{""breakfast"": 0.39, ""lunch"": 0.42, ""dinner"": 0.42, ""late_night"": 0.56}"
I00523,R0026,Chole Masala,Spiced chickpea curry,181,main,curry,North Indian,True,False,[],True,True,37.2,14,0.98,"{""breakfast"": 0.22, ""lunch"": 0.69, ""dinner"": 0.66, ""late_night"": 0.41}"
I00524,R0026,Chicken Tikka Masala,Grilled chicken in spiced masala,288,main,curry,North Indian,False,False,[],True,True,36.5,5,0.64,"{""breakfast"": 0.32, ""lunch"": 0.41, ""dinner"": 0.31, ""late_night"": 0.26}"
I00525,R0026,Paneer Butter Masala,Cottage cheese in rich tomato gravy,261,main,curry,North Indian,True,False,[],False,True,31.7,11,0.35,"{""breakfast"": 0.16, ""lunch"": 0.84, ""dinner"": 0.96, ""late_night"": 0.53}"
I00526,R0026,Rajma Masala,Kidney beans in thick gravy,188,main,curry,North Indian,True,False,[],True,True,9.0,12,0.72,"{""breakfast"": 0.1, ""lunch"": 0.48, ""dinner"": 1.0, ""late_night"": 0.19}"
I00527,R0026,Butter Chicken,Tender chicken in creamy tomato gravy,263,main,curry,North Indian,False,False,[],False,True,37.6,12,0.58,"{""breakfast"": 0.32, ""lunch"": 0.87, ""dinner"": 0.97, ""late_night"": 0.51}"
I00528,R0026,Kadai Chicken,Chicken with capsicum and spices,305,main,curry,North Indian,False,False,[],False,True,37.3,16,0.15,"{""breakfast"": 0.21, ""lunch"": 0.96, ""dinner"": 0.72, ""late_night"": 0.5}"
I00529,R0026,Kadai Paneer,Paneer with capsicum and onion,271,main,curry,North Indian,True,False,[],False,True,22.6,26,0.21,"{""breakfast"": 0.38, ""lunch"": 0.5, ""dinner"": 0.9, ""late_night"": 0.29}"
I00530,R0026,Butter Roti,Soft roti brushed with butter,53,bread,roti,North Indian,True,False,[],False,True,15.8,7,0.36,"{""breakfast"": 0.23, ""lunch"": 0.71, ""dinner"": 0.8, ""late_night"": 0.47}"
I00531,R0026,Garlic Naan,Naan with garlic and coriander,67,bread,naan,North Indian,True,False,[],False,True,49.2,16,0.46,"{""breakfast"": 0.34, ""lunch"": 0.6, ""dinner"": 0.57, ""late_night"": 0.44}"
I00532,R0026,Aloo Paratha,Stuffed potato flatbread,77,bread,paratha,North Indian,True,False,[],False,True,35.3,12,0.67,"{""breakfast"": 0.15, ""lunch"": 0.46, ""dinner"": 0.91, ""late_night"": 0.51}"
I00533,R0026,Laccha Paratha,Layered flaky flatbread,56,bread,paratha,North Indian,True,False,[],False,True,44.7,12,0.24,"{""breakfast"": 0.11, ""lunch"": 0.6, ""dinner"": 0.81, ""late_night"": 0.27}"
I00534,R0026,Missi Roti,Gram flour spiced flatbread,46,bread,roti,North Indian,True,False,[],False,True,32.2,5,0.73,"{""breakfast"": 0.01, ""lunch"": 0.31, ""dinner"": 0.35, ""late_night"": 0.37}"
I00535,R0026,Jeera Rice,Cumin-tempered basmati rice,119,rice,rice,North Indian,True,False,[],False,True,34.1,29,0.53,"{""breakfast"": 0.33, ""lunch"": 0.83, ""dinner"": 0.64, ""late_night"": 0.16}"
I00536,R0026,Veg Pulao,Rice with mixed vegetables,157,rice,rice,North Indian,True,False,[],False,True,37.1,31,0.87,"{""breakfast"": 0.25, ""lunch"": 0.83, ""dinner"": 0.84, ""late_night"": 0.28}"
I00537,R0026,Boondi Raita,Yogurt with crispy boondi,73,side,accompaniment,North Indian,True,False,[],True,True,46.9,18,0.93,"{""breakfast"": 0.26, ""lunch"": 0.57, ""dinner"": 0.83, ""late_night"": 0.44}"
I00538,R0026,Onion Rings,Sliced onions with lemon,39,side,accompaniment,North Indian,True,False,[],False,True,32.4,21,0.59,"{""breakfast"": 0.26, ""lunch"": 0.57, ""dinner"": 0.5, ""late_night"": 0.46}"
I00539,R0026,Mixed Pickle,Spiced mango and lime pickle,37,side,accompaniment,North Indian,True,False,[],True,True,37.4,37,0.5,"{""breakfast"": 0.02, ""lunch"": 0.7, ""dinner"": 0.57, ""late_night"": 0.48}"
I00540,R0026,Coca Cola 300ml,Chilled cola,51,beverage,soft_drink,North Indian,True,False,[],False,True,32.6,20,0.89,"{""breakfast"": 0.06, ""lunch"": 0.8, ""dinner"": 0.98, ""late_night"": 0.5}"
I00541,R0026,Thumbs Up 300ml,Chilled Thumbs Up,44,beverage,soft_drink,North Indian,True,False,[],False,True,50.0,19,0.36,"{""breakfast"": 0.15, ""lunch"": 0.66, ""dinner"": 0.52, ""late_night"": 0.58}"
I00542,R0026,Masala Chaas,Spiced buttermilk with cumin,57,beverage,buttermilk,North Indian,True,False,[],False,True,31.7,28,0.87,"{""breakfast"": 0.17, ""lunch"": 0.38, ""dinner"": 0.35, ""late_night"": 0.39}"
I00543,R0026,Mango Lassi,Creamy mango yogurt shake,104,beverage,lassi,North Indian,True,False,[],False,True,28.0,26,0.42,"{""breakfast"": 0.05, ""lunch"": 0.77, ""dinner"": 0.66, ""late_night"": 0.46}"
I00544,R0026,Gajar Ka Halwa,Warm carrot pudding with ghee,92,dessert,indian_sweet,North Indian,True,False,[],False,True,50.8,19,0.43,"{""breakfast"": 0.34, ""lunch"": 0.86, ""dinner"": 0.54, ""late_night"": 0.45}"
I00545,R0026,Kheer,Creamy rice pudding with nuts,75,dessert,indian_sweet,North Indian,True,False,[],False,True,31.8,27,0.84,"{""breakfast"": 0.09, ""lunch"": 0.76, ""dinner"": 0.57, ""late_night"": 0.28}"
I00546,R0026,Hara Bhara Kebab (4 Pcs),Spinach and pea patties,189,appetizer,kebab,North Indian,True,False,[],False,True,50.0,16,0.32,"{""breakfast"": 0.01, ""lunch"": 0.42, ""dinner"": 0.72, ""late_night"": 0.45}"
I00547,R0026,Chicken Tikka (6 Pcs),Grilled marinated chicken,211,appetizer,tikka,North Indian,False,False,[],False,True,46.3,13,0.73,"{""breakfast"": 0.16, ""lunch"": 0.35, ""dinner"": 0.81, ""late_night"": 0.41}"
